"","mod_name","beta","std","t.value","p.value","Lower_95CI","Upper_95CI","dependent","factor","p.corrected","Sig"
"121","vol.APARC.parstgris~KSADS.MDD.p",0.0353952931543912,0.0446067725619681,0.793495945155408,0.427952422325047,-0.0522937788704449,0.123084365179227,"vol.APARC.parstgris","KSADS.MDD.p",0.912816200751514,FALSE
"122","vol.APARC.pericc~KSADS.MDD.p",0.00415778172339093,0.0465384427844326,0.0893408003067463,0.928855124053995,-0.0873286143295533,0.0956441777763352,"vol.APARC.pericc","KSADS.MDD.p",0.992675276941763,FALSE
"123","vol.APARC.postcn~KSADS.MDD.p",-0.0127069554208742,0.0419295410939718,-0.30305496052045,0.762003197459485,-0.0951330610946222,0.0697191502528737,"vol.APARC.postcn","KSADS.MDD.p",0.969780804465546,FALSE
"124","vol.APARC.ptcate~KSADS.MDD.p",0.0192006545740218,0.0372408293993639,0.515580745211591,0.606427890465039,-0.0540082682846952,0.0924095774327387,"vol.APARC.ptcate","KSADS.MDD.p",0.935631602431775,FALSE
"125","vol.APARC.precn~KSADS.MDD.p",0.0254989949821588,0.0379738605318939,0.67148808746328,0.502291520450738,-0.0491509382004406,0.100148928164758,"vol.APARC.precn","KSADS.MDD.p",0.912816200751514,FALSE
"126","vol.APARC.pc~KSADS.MDD.p",-0.0460106714201833,0.0373881143917887,-1.23062294444804,0.219176406323647,-0.119509130678131,0.0274877878377648,"vol.APARC.pc","KSADS.MDD.p",0.657529218970941,FALSE
"127","vol.APARC.rracate~KSADS.MDD.p",-0.0273266853162711,0.0376689460424777,-0.725443321017157,0.468598033132727,-0.101377210223217,0.0467238395906749,"vol.APARC.rracate","KSADS.MDD.p",0.912816200751514,FALSE
"128","vol.APARC.rrmdfr~KSADS.MDD.p",-0.0214085178716329,0.0408017226443832,-0.524696421722773,0.600080613533199,-0.10161753076828,0.0588004950250143,"vol.APARC.rrmdfr","KSADS.MDD.p",0.935631602431775,FALSE
"129","vol.APARC.sufr~KSADS.MDD.p",-0.0193818631536094,0.0361794674131767,-0.535714440797724,0.592449262202604,-0.0905043349577944,0.0517406086505755,"vol.APARC.sufr","KSADS.MDD.p",0.935631602431775,FALSE
"130","vol.APARC.supl~KSADS.MDD.p",0.0578926127575372,0.0394310373314901,1.4681990806086,0.142824451018837,-0.0196218738099816,0.135407099325056,"vol.APARC.supl","KSADS.MDD.p",0.550894311072658,FALSE
"131","vol.APARC.sutm~KSADS.MDD.p",-0.010311053962542,0.0387288396504566,-0.266237100197254,0.790191766601556,-0.086445143350635,0.065823035425551,"vol.APARC.sutm","KSADS.MDD.p",0.969780804465546,FALSE
"132","vol.APARC.sm~KSADS.MDD.p",-0.00638946382620443,0.0386929174356625,-0.165132645705216,0.868921767037986,-0.0824529364559118,0.0696740088035029,"vol.APARC.sm","KSADS.MDD.p",0.992675276941763,FALSE
"133","vol.APARC.frpole~KSADS.MDD.p",0.0270713498751278,0.0424511000378715,0.637706675468407,0.524024115246239,-0.0563800489810238,0.110522748731279,"vol.APARC.frpole","KSADS.MDD.p",0.912816200751514,FALSE
"134","vol.APARC.tmpole~KSADS.MDD.p",0.00201171936822237,0.0423786595591234,0.0474701038010836,0.962161898638991,-0.0812972742433077,0.0853207129797525,"vol.APARC.tmpole","KSADS.MDD.p",0.992675276941763,FALSE
"135","vol.APARC.trvtm~KSADS.MDD.p",-0.054844299056563,0.0425324492749579,-1.28946956950476,0.197968983961942,-0.138455616209877,0.0287670180967513,"vol.APARC.trvtm","KSADS.MDD.p",0.657529218970941,FALSE
"136","vol.APARC.insula~KSADS.MDD.p",-0.0919078469646667,0.0394268114510724,-2.33110017224502,0.0202368361350835,-0.169414026194285,-0.0144016677350484,"vol.APARC.insula","KSADS.MDD.p",0.428770198796532,TRUE
"137","vol.ASEG.tp~KSADS.MDD.p",-0.0299214216721348,0.0349843889947166,-0.855279241168214,0.392901009952403,-0.0986945794261697,0.0388517360819001,"vol.ASEG.tp","KSADS.MDD.p",0.838924781479615,FALSE
"138","vol.ASEG.caudate~KSADS.MDD.p",-0.00818539221673095,0.0464848440265167,-0.176087333154473,0.860313127872394,-0.0995664225354294,0.0831956381019675,"vol.ASEG.caudate","KSADS.MDD.p",0.879220082743684,FALSE
"139","vol.ASEG.putamen~KSADS.MDD.p",-0.00998520370941881,0.0455263298364624,-0.219328106291177,0.82650469122013,-0.0994819636579233,0.0795115562390856,"vol.ASEG.putamen","KSADS.MDD.p",0.879220082743684,FALSE
"140","vol.ASEG.pallidum~KSADS.MDD.p",-0.0230647615808849,0.0408812051630515,-0.564189863994784,0.572936455646143,-0.103430023134494,0.0573004999727243,"vol.ASEG.pallidum","KSADS.MDD.p",0.859404683469215,FALSE
"141","vol.ASEG.hpus~KSADS.MDD.p",-0.0286534950925462,0.0392741064515828,-0.729577263021127,0.46606932304423,-0.105859483141998,0.0485524929569057,"vol.ASEG.hpus","KSADS.MDD.p",0.838924781479615,FALSE
"142","vol.ASEG.amygdala~KSADS.MDD.p",-0.0530208716617899,0.0398098515237529,-1.33185303718489,0.183655677254571,-0.131280040327598,0.025238297004018,"vol.ASEG.amygdala","KSADS.MDD.p",0.82645054764557,FALSE
"143","vol.ASEG.aa~KSADS.MDD.p",-0.147006626034761,0.0398035296391125,-3.69330628131799,0.000251636576260436,-0.225253366986889,-0.0687598850826324,"vol.ASEG.aa","KSADS.MDD.p",0.00226472918634392,TRUE
"144","vol.ASEG.vedc~KSADS.MDD.p",0.00568421185317448,0.0373829145608771,0.152053736845956,0.879220082743684,-0.0678040254514438,0.0791724491577928,"vol.ASEG.vedc","KSADS.MDD.p",0.879220082743684,FALSE
"145","bl.vol.ASEG.subcorticalgv~KSADS.MDD.p",-0.0342001866582096,0.0332666099563619,-1.02806347575158,0.304532055035272,-0.0994015440604198,0.0310011707440003,"bl.vol.ASEG.subcorticalgv","KSADS.MDD.p",0.838924781479615,FALSE
"146","dtifa_fx~KSADS.MDD.p",-0.0495282976153737,0.0450520898774917,-1.09935627292882,0.272290857893711,-0.138103649626172,0.0390470543954242,"dtifa_fx","KSADS.MDD.p",0.340363572367139,FALSE
"147","dtifa_cgc~KSADS.MDD.p",-0.0334418820549121,0.0457635083112585,-0.730754334380541,0.465367991470669,-0.123415929184387,0.0565321650745632,"dtifa_cgc","KSADS.MDD.p",0.517075546078521,FALSE
"148","dtifa_cgh~KSADS.MDD.p",-0.0256240300078919,0.0428062630823204,-0.59860469386488,0.549784029554513,-0.109783939816596,0.0585358798008126,"dtifa_cgh","KSADS.MDD.p",0.578720031110014,FALSE
"149","dtifa_cst~KSADS.MDD.p",-0.108970562876055,0.044198550153033,-2.46547822267372,0.0141127801128437,-0.195867800025706,-0.0220733257264037,"dtifa_cst","KSADS.MDD.p",0.194358612885341,TRUE
"150","dtifa_atr~KSADS.MDD.p",-0.0823527994792915,0.0419946445882692,-1.96103099065865,0.0505866307591749,-0.164917014304599,0.000211415346016,"dtifa_atr","KSADS.MDD.p",0.224711944087839,FALSE
"151","dtifa_unc~KSADS.MDD.p",-0.0346375895343037,0.0403938830395043,-0.857495910963274,0.391697503699234,-0.114054602574905,0.0447794235062974,"dtifa_unc","KSADS.MDD.p",0.460820592587334,FALSE
"152","dtifa_ilf~KSADS.MDD.p",-0.103512508838659,0.0472771718411363,-2.1894818325108,0.0291537919328011,-0.196462517357482,-0.0105625003198364,"dtifa_ilf","KSADS.MDD.p",0.194358612885341,TRUE
"153","dtifa_ifo~KSADS.MDD.p",-0.0763794640015748,0.0458486297511058,-1.66590505356886,0.0965352822298784,-0.166520865442884,0.0137619374397348,"dtifa_ifo","KSADS.MDD.p",0.224711944087839,FALSE
"154","dtifa_slf~KSADS.MDD.p",-0.0680395929412653,0.0430896879708279,-1.57902264196781,0.115141560917641,-0.152756734597292,0.0166775487147616,"dtifa_slf","KSADS.MDD.p",0.224711944087839,FALSE
"155","dtifa_tslf~KSADS.MDD.p",-0.067907819692482,0.0426731857089769,-1.59134638214265,0.112341842741585,-0.151806090691075,0.0159904513061113,"dtifa_tslf","KSADS.MDD.p",0.224711944087839,FALSE
"156","dtifa_pslf~KSADS.MDD.p",-0.0694816132655177,0.0429671016146534,-1.61708867143652,0.106667654325692,-0.15395774213658,0.0149945156055441,"dtifa_pslf","KSADS.MDD.p",0.224711944087839,FALSE
"157","dtifa_scs~KSADS.MDD.p",-0.0635227070986642,0.0448116781042056,-1.41754805412437,0.157121177010772,-0.151625393856768,0.0245799796594393,"dtifa_scs","KSADS.MDD.p",0.253392636016354,FALSE
"158","dtifa_fscs~KSADS.MDD.p",-0.0627142956363362,0.0450522538650458,-1.39203458775219,0.16470521341063,-0.151289970057379,0.0258613787847066,"dtifa_fscs","KSADS.MDD.p",0.253392636016354,FALSE
"159","dtifa_pscs~KSADS.MDD.p",-0.071836024238587,0.0453859696301774,-1.5827804236405,0.114282086728146,-0.161067805655964,0.0173957571787897,"dtifa_pscs","KSADS.MDD.p",0.224711944087839,FALSE
"160","dtifa_sifc~KSADS.MDD.p",-0.0669754162881695,0.0434001519873404,-1.5432069525403,0.123591569248311,-0.152302950483678,0.0183521179073392,"dtifa_sifc","KSADS.MDD.p",0.224711944087839,FALSE
"161","dtifa_ifsfc~KSADS.MDD.p",-0.0648964843646219,0.0415381636378423,-1.56233397630269,0.119020382511325,-0.146563227818896,0.0167702590896519,"dtifa_ifsfc","KSADS.MDD.p",0.224711944087839,FALSE
"162","dtifa_fxcut~KSADS.MDD.p",-0.0162623757039357,0.0455762417493882,-0.356816952862375,0.721421821318086,-0.105868244538406,0.0733434931305345,"dtifa_fxcut","KSADS.MDD.p",0.721421821318086,FALSE
"163","bl.dtifa_fmaj~KSADS.MDD.p",-0.0616860578605095,0.0471120304301731,-1.30934831925653,0.191187250563669,-0.154023940742204,0.0306518250211847,"bl.dtifa_fmaj","KSADS.MDD.p",0.254984517911905,FALSE
"164","bl.dtifa_fmin~KSADS.MDD.p",-0.0561375732947618,0.0428793884095376,-1.30919715455352,0.191238388433929,-0.14017963025656,0.0279044836670366,"bl.dtifa_fmin","KSADS.MDD.p",0.254984517911905,FALSE
"165","bl.dtifa_cc~KSADS.MDD.p",-0.0954917495047368,0.0409204946512928,-2.33359225782771,0.0201244929256069,-0.175694445250835,-0.0152890537586392,"bl.dtifa_cc","KSADS.MDD.p",0.194358612885341,TRUE
"166","dtimd_fx~KSADS.MDD.p",0.0397040552237988,0.0504853445199284,0.786447148204092,0.432083166884461,-0.0595534303756247,0.138961540823222,"dtimd_fx","KSADS.MDD.p",0.480092407649401,FALSE
"167","dtimd_cgc~KSADS.MDD.p",0.098613323440527,0.0418473296429052,2.35650217784556,0.0189417748611238,0.016338739422082,0.180887907458972,"dtimd_cgc","KSADS.MDD.p",0.0378835497222477,TRUE
"168","dtimd_cgh~KSADS.MDD.p",0.0190703307278295,0.0414260074569622,0.460346818303497,0.645523861441049,-0.0623759063475249,0.100516567803184,"dtimd_cgh","KSADS.MDD.p",0.679498801516893,FALSE
"169","dtimd_cst~KSADS.MDD.p",0.129282162632082,0.0394336804151578,3.2784706187959,0.00113739742064979,0.0517529706822332,0.206811354581932,"dtimd_cst","KSADS.MDD.p",0.0148024960242437,TRUE
"170","dtimd_atr~KSADS.MDD.p",0.108924895969462,0.0441450619992502,2.467431033879,0.0140372422147813,0.0221328200245987,0.195716971914326,"dtimd_atr","KSADS.MDD.p",0.0350931055369531,TRUE
"171","dtimd_unc~KSADS.MDD.p",0.0364095965119544,0.0422361071752876,0.86204906055494,0.389190256857391,-0.0466293495344963,0.119448542558405,"dtimd_unc","KSADS.MDD.p",0.45787089042046,FALSE
"172","dtimd_ilf~KSADS.MDD.p",0.0715379382403411,0.0488218360869309,1.465285699476,0.143648686744716,-0.0244489811006389,0.167524857581321,"dtimd_ilf","KSADS.MDD.p",0.196494035684481,FALSE
"173","dtimd_ifo~KSADS.MDD.p",0.0683716017210027,0.0470954577720573,1.45176636889108,0.147370526763361,-0.0242211450663944,0.1609643485084,"dtimd_ifo","KSADS.MDD.p",0.196494035684481,FALSE
"174","dtimd_slf~KSADS.MDD.p",0.11774546067747,0.0491987335679452,2.39326202400839,0.0171713580822384,0.0210175362656129,0.214473385089327,"dtimd_slf","KSADS.MDD.p",0.0378835497222477,TRUE
"175","dtimd_tslf~KSADS.MDD.p",0.102490006126809,0.0491625417020964,2.08471740024862,0.0377449875298874,0.00583323728767224,0.199146774965945,"dtimd_tslf","KSADS.MDD.p",0.0686272500543408,TRUE
"176","dtimd_pslf~KSADS.MDD.p",0.126038049145044,0.0487934535021244,2.5830934295224,0.0101551710818263,0.0301069318200651,0.221969166470024,"dtimd_pslf","KSADS.MDD.p",0.0338505702727545,TRUE
"177","dtimd_scs~KSADS.MDD.p",0.1445560011469,0.0469634156400348,3.07805552847547,0.00223082391861797,0.0522228578175438,0.236889144476257,"dtimd_scs","KSADS.MDD.p",0.0148024960242437,TRUE
"178","dtimd_fscs~KSADS.MDD.p",0.136138243059042,0.0462949368508264,2.94067240004481,0.00347017837309324,0.0451193727018587,0.227157113416226,"dtimd_fscs","KSADS.MDD.p",0.0148024960242437,TRUE
"179","dtimd_pscs~KSADS.MDD.p",0.153359707098065,0.0481872974802284,3.18257539055784,0.00157674309571322,0.0586203321130946,0.248099082083035,"dtimd_pscs","KSADS.MDD.p",0.0148024960242437,TRUE
"180","dtimd_sifc~KSADS.MDD.p",0.114959540649913,0.0393663441671402,2.92024934197145,0.00370062400606091,0.0375627361628308,0.192356345136994,"dtimd_sifc","KSADS.MDD.p",0.0148024960242437,TRUE
"181","dtimd_ifsfc~KSADS.MDD.p",0.115718344429629,0.046841596240352,2.47041846814653,0.013922376549493,0.0236247059986686,0.207811982860589,"dtimd_ifsfc","KSADS.MDD.p",0.0350931055369531,TRUE
"182","dtimd_fxcut~KSADS.MDD.p",0.0461271940375673,0.0512871545284893,0.899390782382835,0.368999518404821,-0.0547067024219779,0.146961090497113,"dtimd_fxcut","KSADS.MDD.p",0.45787089042046,FALSE
"183","bl.dtimd_fmaj~KSADS.MDD.p",0.0193807829244962,0.0486745669316488,0.398170628856577,0.690722291111389,-0.0760196152246196,0.114781181073612,"bl.dtimd_fmaj","KSADS.MDD.p",0.690722291111389,FALSE
"184","bl.dtimd_fmin~KSADS.MDD.p",0.0763963641611998,0.0484945872964099,1.57535857959256,0.115984506019922,-0.0186512803848976,0.171444008707297,"bl.dtimd_fmin","KSADS.MDD.p",0.178437701569111,FALSE
"185","bl.dtimd_cc~KSADS.MDD.p",0.0874642036891452,0.0490892292541643,1.78173919244669,0.0755697914014906,-0.00874891767784639,0.183677325056137,"bl.dtimd_cc","KSADS.MDD.p",0.125949652335818,FALSE
"186","thk.APARC.bankssts~KSADS.Depressive_symptoms_ever.p",0.0144496181590797,0.0405665726314191,0.356195192785116,0.721879411882472,-0.0652971311565203,0.0941963674746798,"thk.APARC.bankssts","KSADS.Depressive_symptoms_ever.p",0.818130000133468,FALSE
"187","thk.APARC.cdacate~KSADS.Depressive_symptoms_ever.p",0.0406839254914812,0.0396178672321805,1.02690852218402,0.30507495833479,-0.0371978358120717,0.118565686795034,"thk.APARC.cdacate","KSADS.Depressive_symptoms_ever.p",0.632703126711674,FALSE
"188","thk.APARC.cdmdfr~KSADS.Depressive_symptoms_ever.p",0.0679892782150583,0.042883024492835,1.58545902531707,0.113640613564993,-0.0163112081779233,0.15228976460804,"thk.APARC.cdmdfr","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"189","thk.APARC.cuneus~KSADS.Depressive_symptoms_ever.p",0.0419441795193581,0.04180949257505,1.00322144412698,0.316351563355837,-0.0402459318733064,0.124134290912023,"thk.APARC.cuneus","KSADS.Depressive_symptoms_ever.p",0.632703126711674,FALSE
"190","thk.APARC.ehinal~KSADS.Depressive_symptoms_ever.p",-0.0198105632606966,0.0431637497635093,-0.458962980955942,0.646506361066911,-0.104662906178271,0.0650417796568779,"thk.APARC.ehinal","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"191","thk.APARC.fusiform~KSADS.Depressive_symptoms_ever.p",0.0313000863766336,0.0413973706115269,0.756088754292,0.450034450281789,-0.0500798656956678,0.112680038448935,"thk.APARC.fusiform","KSADS.Depressive_symptoms_ever.p",0.784494989101964,FALSE
"192","thk.APARC.ifpl~KSADS.Depressive_symptoms_ever.p",0.0215778875166793,0.0384174347672895,0.561669139217274,0.574651375005143,-0.0539440346227972,0.0970998096561558,"thk.APARC.ifpl","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"193","thk.APARC.iftm~KSADS.Depressive_symptoms_ever.p",0.0193769749906432,0.0405280394103287,0.478112814549449,0.632827242370324,-0.0602940247872637,0.0990479747685502,"thk.APARC.iftm","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"194","thk.APARC.ihcate~KSADS.Depressive_symptoms_ever.p",0.0161418229768345,0.0434156474005162,0.371797357480901,0.71023769693351,-0.0692057064060621,0.101489352359731,"thk.APARC.ihcate","KSADS.Depressive_symptoms_ever.p",0.818130000133468,FALSE
"195","thk.APARC.locc~KSADS.Depressive_symptoms_ever.p",-0.0159152671095943,0.037058614477188,-0.429462011306201,0.66781485026873,-0.0887659874686239,0.0569354532494354,"thk.APARC.locc","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"196","thk.APARC.lobfr~KSADS.Depressive_symptoms_ever.p",0.0589573259900933,0.0418840382522197,1.40763232129292,0.160005128825103,-0.0233793290971502,0.141293981077337,"thk.APARC.lobfr","KSADS.Depressive_symptoms_ever.p",0.438297535146635,FALSE
"197","thk.APARC.lingual~KSADS.Depressive_symptoms_ever.p",0.0612765236258976,0.0411975307084122,1.48738340799113,0.137689782909819,-0.0197105783330424,0.142263625584838,"thk.APARC.lingual","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"198","thk.APARC.mobfr~KSADS.Depressive_symptoms_ever.p",0.0871375556593519,0.0397041991522446,2.19466851164093,0.0287530935262334,0.00908608097996523,0.165189030338739,"thk.APARC.mobfr","KSADS.Depressive_symptoms_ever.p",0.434520853377025,TRUE
"199","thk.APARC.mdtm~KSADS.Depressive_symptoms_ever.p",0.0442320005115724,0.0384042020127756,1.15174898040735,0.250102007765796,-0.0312639083591333,0.119727909382278,"thk.APARC.mdtm","KSADS.Depressive_symptoms_ever.p",0.566897884269137,FALSE
"200","thk.APARC.parahpal~KSADS.Depressive_symptoms_ever.p",-0.00314426210069829,0.0439114885668663,-0.071604543669941,0.942951882847016,-0.0894665280370755,0.083178003835679,"thk.APARC.parahpal","KSADS.Depressive_symptoms_ever.p",0.942951882847016,FALSE
"201","thk.APARC.paracn~KSADS.Depressive_symptoms_ever.p",-0.00456004022198885,0.0440759743903623,-0.103458636707665,0.91765006044238,-0.0912056563672063,0.0820855759232286,"thk.APARC.paracn","KSADS.Depressive_symptoms_ever.p",0.942951882847016,FALSE
"202","thk.APARC.parsopc~KSADS.Depressive_symptoms_ever.p",0.0271608155219924,0.0389100135647812,0.698041790110724,0.485550647962413,-0.049329429927384,0.103651060971369,"thk.APARC.parsopc","KSADS.Depressive_symptoms_ever.p",0.784494989101964,FALSE
"203","thk.APARC.parsobis~KSADS.Depressive_symptoms_ever.p",0.0657420977338103,0.0399696394592923,1.64480086943908,0.100784869886207,-0.0128311859191052,0.144315381386726,"thk.APARC.parsobis","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"204","thk.APARC.parstgris~KSADS.Depressive_symptoms_ever.p",0.0739692204258362,0.0378375997098867,1.9549131285542,0.0512791386474543,-0.000412847938286262,0.148351288789959,"thk.APARC.parstgris","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"205","thk.APARC.pericc~KSADS.Depressive_symptoms_ever.p",0.0693262810514515,0.0414309246467717,1.67329794453075,0.0950389115343133,-0.0121196323546187,0.150772194457522,"thk.APARC.pericc","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"206","thk.APARC.postcn~KSADS.Depressive_symptoms_ever.p",0.0750227482941978,0.0422736464618295,1.77469309069277,0.076697817505522,-0.00807980803161835,0.158125304620014,"thk.APARC.postcn","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"207","thk.APARC.ptcate~KSADS.Depressive_symptoms_ever.p",0.00414810404493723,0.0383990888866406,0.108026105962644,0.914028348293791,-0.0713377533187847,0.0796339614086591,"thk.APARC.ptcate","KSADS.Depressive_symptoms_ever.p",0.942951882847016,FALSE
"208","thk.APARC.precn~KSADS.Depressive_symptoms_ever.p",0.0049718215626392,0.0416992685844178,0.119230426130234,0.905151774458801,-0.0770016088441955,0.0869452519694739,"thk.APARC.precn","KSADS.Depressive_symptoms_ever.p",0.942951882847016,FALSE
"209","thk.APARC.pc~KSADS.Depressive_symptoms_ever.p",0.0279179370481745,0.0420559193306,0.663828956602106,0.507176571280116,-0.0547566060187667,0.110592480115116,"thk.APARC.pc","KSADS.Depressive_symptoms_ever.p",0.784494989101964,FALSE
"210","thk.APARC.rracate~KSADS.Depressive_symptoms_ever.p",0.0607480285265404,0.0385614596578734,1.57535604371597,0.115953150175011,-0.0150570212251443,0.136553078278225,"thk.APARC.rracate","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"211","thk.APARC.rrmdfr~KSADS.Depressive_symptoms_ever.p",0.0751485798471922,0.0405113022704971,1.85500281737228,0.0643205285639892,-0.00448951765655577,0.15478667735094,"thk.APARC.rrmdfr","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"212","thk.APARC.sufr~KSADS.Depressive_symptoms_ever.p",0.0706039618704066,0.0428205837497109,1.64883230651621,0.099955513599085,-0.0135737770000215,0.154781700740835,"thk.APARC.sufr","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"213","thk.APARC.supl~KSADS.Depressive_symptoms_ever.p",0.0388094524669626,0.0406447260110437,0.954845960984399,0.340223766746405,-0.0410909326519308,0.118709837585856,"thk.APARC.supl","KSADS.Depressive_symptoms_ever.p",0.64264489274321,FALSE
"214","thk.APARC.sutm~KSADS.Depressive_symptoms_ever.p",0.0612094279988759,0.0414552750644471,1.47651723221517,0.140580276092567,-0.020284354047016,0.142703210044768,"thk.APARC.sutm","KSADS.Depressive_symptoms_ever.p",0.434520853377025,FALSE
"215","thk.APARC.sm~KSADS.Depressive_symptoms_ever.p",0.0469854109690906,0.035021908609854,1.34160052476039,0.180475455648615,-0.0218615037515475,0.115832325689729,"thk.APARC.sm","KSADS.Depressive_symptoms_ever.p",0.438297535146635,FALSE
"216","thk.APARC.frpole~KSADS.Depressive_symptoms_ever.p",0.0541842349387726,0.0399712070609439,1.3555816529673,0.17598589450598,-0.024392130343372,0.132760600220917,"thk.APARC.frpole","KSADS.Depressive_symptoms_ever.p",0.438297535146635,FALSE
"217","thk.APARC.tmpole~KSADS.Depressive_symptoms_ever.p",0.0185360471631571,0.0415524167353309,0.446088305313814,0.655771266020316,-0.0631486983280929,0.100220792654407,"thk.APARC.tmpole","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"218","thk.APARC.trvtm~KSADS.Depressive_symptoms_ever.p",0.0204878099314223,0.0408450011919634,0.501598955405428,0.61622153361976,-0.059806280980466,0.100781900843311,"thk.APARC.trvtm","KSADS.Depressive_symptoms_ever.p",0.810918032469171,FALSE
"219","thk.APARC.insula~KSADS.Depressive_symptoms_ever.p",0.027324750765271,0.0412048279145832,0.663144397105957,0.507614404713035,-0.053676696217995,0.108326197748537,"thk.APARC.insula","KSADS.Depressive_symptoms_ever.p",0.784494989101964,FALSE
"220","sulc.APARC.bankssts~KSADS.Depressive_symptoms_ever.p",-0.0213505193763342,0.0399104268779596,-0.534960937441762,0.592969731476429,-0.0998074015051977,0.0571063627525294,"sulc.APARC.bankssts","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"221","sulc.APARC.cdacate~KSADS.Depressive_symptoms_ever.p",-0.00449930982897442,0.0341182614737833,-0.131873947693136,0.895149321761092,-0.0715698131607397,0.0625711935027908,"sulc.APARC.cdacate","KSADS.Depressive_symptoms_ever.p",0.920244448681087,FALSE
"222","sulc.APARC.cdmdfr~KSADS.Depressive_symptoms_ever.p",0.0409998315173157,0.0367408586519317,1.11591925234333,0.265116731314512,-0.0312262367575825,0.113225899792214,"sulc.APARC.cdmdfr","KSADS.Depressive_symptoms_ever.p",0.708456069583495,FALSE
"223","sulc.APARC.cuneus~KSADS.Depressive_symptoms_ever.p",0.0788791737227003,0.0422696565597073,1.86609450235965,0.0627489627780703,-0.00421553915705446,0.161973886602455,"sulc.APARC.cuneus","KSADS.Depressive_symptoms_ever.p",0.424910977367943,FALSE
"224","sulc.APARC.ehinal~KSADS.Depressive_symptoms_ever.p",0.071885646919746,0.0416750577105487,1.72490815535333,0.085305052496306,-0.0100401891658556,0.153811483005348,"sulc.APARC.ehinal","KSADS.Depressive_symptoms_ever.p",0.424910977367943,FALSE
"225","sulc.APARC.fusiform~KSADS.Depressive_symptoms_ever.p",-0.0391106049762586,0.0416567464600175,-0.938878052173309,0.348351567116736,-0.121000444362828,0.0427792344103111,"sulc.APARC.fusiform","KSADS.Depressive_symptoms_ever.p",0.7895968854646,FALSE
"226","sulc.APARC.ifpl~KSADS.Depressive_symptoms_ever.p",-0.0145106446140876,0.0388535899993645,-0.373469854763097,0.708993707296227,-0.0908899712543335,0.0618686820261584,"sulc.APARC.ifpl","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"227","sulc.APARC.iftm~KSADS.Depressive_symptoms_ever.p",0.00892499787038471,0.042716397575389,0.208936108309069,0.834602902575629,-0.0750479292995014,0.0928979250402708,"sulc.APARC.iftm","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"228","sulc.APARC.ihcate~KSADS.Depressive_symptoms_ever.p",-0.078645093284474,0.0396819686078041,-1.98188487223911,0.0481660719109081,-0.156652866622099,-0.000637319946848583,"sulc.APARC.ihcate","KSADS.Depressive_symptoms_ever.p",0.424910977367943,TRUE
"229","sulc.APARC.locc~KSADS.Depressive_symptoms_ever.p",-0.00897569160293188,0.0408240809291447,-0.219862674153285,0.826088609143695,-0.0892286569563518,0.0712772737504881,"sulc.APARC.locc","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"230","sulc.APARC.lobfr~KSADS.Depressive_symptoms_ever.p",0.0140890198808777,0.0427107903339623,0.329870268630327,0.741668119564593,-0.0698728844382375,0.0980509241999929,"sulc.APARC.lobfr","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"231","sulc.APARC.lingual~KSADS.Depressive_symptoms_ever.p",0.089073129961553,0.0426109846874295,2.09037952572427,0.0372051876790437,0.00530742599553767,0.172838833927568,"sulc.APARC.lingual","KSADS.Depressive_symptoms_ever.p",0.424910977367943,TRUE
"232","sulc.APARC.mobfr~KSADS.Depressive_symptoms_ever.p",-0.0386475336734587,0.0366072367656658,-1.05573479694339,0.291717205122616,-0.110610924813566,0.0333158574666482,"sulc.APARC.mobfr","KSADS.Depressive_symptoms_ever.p",0.708456069583495,FALSE
"233","sulc.APARC.mdtm~KSADS.Depressive_symptoms_ever.p",-0.0114129430480553,0.0414288175794111,-0.2754831953912,0.783085185572558,-0.0928547143301625,0.0700288282340519,"sulc.APARC.mdtm","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
"234","sulc.APARC.parahpal~KSADS.Depressive_symptoms_ever.p",0.0307613189272423,0.043906923144532,0.700602928289526,0.483952150883471,-0.0555519721915253,0.11707461004601,"sulc.APARC.parahpal","KSADS.Depressive_symptoms_ever.p",0.915370925405528,FALSE
